TimeSliceSorted,Sum of PV,Process,Region
02_SU_17,22.3113660716819,EE-WIND_OFF_S5,O_Sorvest
02_SU_17,59.3645100490201,EE-WIND_OFF_S6,O_Sorvest
02_SU_18,22.3003235742448,EE-WIND_OFF_S5,O_Sorvest
02_SU_18,59.3351289502579,EE-WIND_OFF_S6,O_Sorvest
02_SU_19,22.1374467370474,EE-WIND_OFF_S5,O_Sorvest
02_SU_19,58.9017577435155,EE-WIND_OFF_S6,O_Sorvest
02_SU_20,21.9193574126644,EE-WIND_OFF_S5,O_Sorvest
02_SU_20,58.3214810429621,EE-WIND_OFF_S6,O_Sorvest
02_SU_21,21.7067893370001,EE-WIND_OFF_S5,O_Sorvest
02_SU_21,57.7558948917898,EE-WIND_OFF_S6,O_Sorvest
02_SU_22,21.5908431139104,EE-WIND_OFF_S5,O_Sorvest
02_SU_22,57.4473933547867,EE-WIND_OFF_S6,O_Sorvest
02_SU_23,21.8669055498382,EE-WIND_OFF_S5,O_Sorvest
02_SU_23,58.1819208238417,EE-WIND_OFF_S6,O_Sorvest
02_SU_24,21.8282568088083,EE-WIND_OFF_S5,O_Sorvest
02_SU_24,58.079086978174,EE-WIND_OFF_S6,O_Sorvest
03_FA_01,31.4932026906393,EE-WIND_OFF_S5,O_Sorvest
03_FA_01,83.7948936697874,EE-WIND_OFF_S6,O_Sorvest
03_FA_02,31.2585496201007,EE-WIND_OFF_S5,O_Sorvest
03_FA_02,83.1705453210906,EE-WIND_OFF_S6,O_Sorvest
03_FA_03,31.1177577777775,EE-WIND_OFF_S5,O_Sorvest
03_FA_03,82.7959363118727,EE-WIND_OFF_S6,O_Sorvest
03_FA_04,31.0708271636698,EE-WIND_OFF_S5,O_Sorvest
03_FA_04,82.6710666421333,EE-WIND_OFF_S6,O_Sorvest
03_FA_05,31.1784915136816,EE-WIND_OFF_S5,O_Sorvest
03_FA_05,82.9575323550647,EE-WIND_OFF_S6,O_Sorvest
03_FA_06,31.3827777162682,EE-WIND_OFF_S5,O_Sorvest
03_FA_06,83.5010826821654,EE-WIND_OFF_S6,O_Sorvest
03_FA_07,31.5953457919326,EE-WIND_OFF_S5,O_Sorvest
03_FA_07,84.0666688333377,EE-WIND_OFF_S6,O_Sorvest
03_FA_08,31.7665045022078,EE-WIND_OFF_S5,O_Sorvest
03_FA_08,84.5220758641517,EE-WIND_OFF_S6,O_Sorvest
03_FA_09,31.9707907047943,EE-WIND_OFF_S5,O_Sorvest
03_FA_09,85.0656261912524,EE-WIND_OFF_S6,O_Sorvest
03_FA_10,32.1419494150695,EE-WIND_OFF_S5,O_Sorvest
03_FA_10,85.5210332220665,EE-WIND_OFF_S6,O_Sorvest
03_FA_11,31.7830682483634,EE-WIND_OFF_S5,O_Sorvest
03_FA_11,84.566147512295,EE-WIND_OFF_S6,O_Sorvest
03_FA_12,31.8465626086268,EE-WIND_OFF_S5,O_Sorvest
03_FA_12,84.7350888301777,EE-WIND_OFF_S6,O_Sorvest
03_FA_13,31.8327594868304,EE-WIND_OFF_S5,O_Sorvest
03_FA_13,84.6983624567249,EE-WIND_OFF_S6,O_Sorvest
03_FA_14,31.7830682483634,EE-WIND_OFF_S5,O_Sorvest
03_FA_14,84.566147512295,EE-WIND_OFF_S6,O_Sorvest
03_FA_15,31.6974888932258,EE-WIND_OFF_S5,O_Sorvest
03_FA_15,84.338443996888,EE-WIND_OFF_S6,O_Sorvest
03_FA_16,31.6974888932258,EE-WIND_OFF_S5,O_Sorvest
03_FA_16,84.338443996888,EE-WIND_OFF_S6,O_Sorvest
03_FA_17,31.7609832534892,EE-WIND_OFF_S5,O_Sorvest
03_FA_17,84.5073853147706,EE-WIND_OFF_S6,O_Sorvest
03_FA_18,31.8493232329861,EE-WIND_OFF_S5,O_Sorvest
03_FA_18,84.7424341048682,EE-WIND_OFF_S6,O_Sorvest
03_FA_19,31.8852113496567,EE-WIND_OFF_S5,O_Sorvest
03_FA_19,84.8379226758453,EE-WIND_OFF_S6,O_Sorvest
03_FA_20,31.9431844612015,EE-WIND_OFF_S5,O_Sorvest
03_FA_20,84.9921734443469,EE-WIND_OFF_S6,O_Sorvest
03_FA_21,31.9487057099201,EE-WIND_OFF_S5,O_Sorvest
03_FA_21,85.006863993728,EE-WIND_OFF_S6,O_Sorvest
03_FA_22,31.968030080435,EE-WIND_OFF_S5,O_Sorvest
03_FA_22,85.0582809165618,EE-WIND_OFF_S6,O_Sorvest
03_FA_23,31.8493232329861,EE-WIND_OFF_S5,O_Sorvest
03_FA_23,84.7424341048682,EE-WIND_OFF_S6,O_Sorvest
03_FA_24,31.6588401521959,EE-WIND_OFF_S5,O_Sorvest
03_FA_24,84.2356101512203,EE-WIND_OFF_S6,O_Sorvest
04_WI_01,34.5271288614854,EE-WIND_OFF_S5,O_Sorvest
04_WI_01,91.8673505547011,EE-WIND_OFF_S6,O_Sorvest
04_WI_02,34.3890976435215,EE-WIND_OFF_S5,O_Sorvest
04_WI_02,91.5000868201736,EE-WIND_OFF_S6,O_Sorvest
04_WI_03,34.2979970396654,EE-WIND_OFF_S5,O_Sorvest
04_WI_03,91.2576927553855,EE-WIND_OFF_S6,O_Sorvest
04_WI_04,34.2952364153061,EE-WIND_OFF_S5,O_Sorvest
04_WI_04,91.250347480695,EE-WIND_OFF_S6,O_Sorvest
04_WI_05,34.3173214101803,EE-WIND_OFF_S5,O_Sorvest
04_WI_05,91.3091096782194,EE-WIND_OFF_S6,O_Sorvest
04_WI_06,34.3946188922401,EE-WIND_OFF_S5,O_Sorvest
04_WI_06,91.5147773695547,EE-WIND_OFF_S6,O_Sorvest
04_WI_07,34.4387888819885,EE-WIND_OFF_S5,O_Sorvest
04_WI_07,91.6323017646035,EE-WIND_OFF_S6,O_Sorvest
04_WI_08,34.4663951255813,EE-WIND_OFF_S5,O_Sorvest
04_WI_08,91.705754511509,EE-WIND_OFF_S6,O_Sorvest
04_WI_09,34.4884801204555,EE-WIND_OFF_S5,O_Sorvest
04_WI_09,91.7645167090334,EE-WIND_OFF_S6,O_Sorvest
04_WI_10,34.6016657191859,EE-WIND_OFF_S5,O_Sorvest
04_WI_10,92.065672971346,EE-WIND_OFF_S6,O_Sorvest
04_WI_11,34.5216076127669,EE-WIND_OFF_S5,O_Sorvest
04_WI_11,91.85266000532,EE-WIND_OFF_S6,O_Sorvest
04_WI_12,34.563016978156,EE-WIND_OFF_S5,O_Sorvest
04_WI_12,91.9628391256783,EE-WIND_OFF_S6,O_Sorvest
04_WI_13,34.5768200999524,EE-WIND_OFF_S5,O_Sorvest
04_WI_13,91.999565499131,EE-WIND_OFF_S6,O_Sorvest
04_WI_14,34.5078044909705,EE-WIND_OFF_S5,O_Sorvest
04_WI_14,91.8159336318673,EE-WIND_OFF_S6,O_Sorvest
04_WI_15,34.4774376230184,EE-WIND_OFF_S5,O_Sorvest
04_WI_15,91.7351356102712,EE-WIND_OFF_S6,O_Sorvest
04_WI_16,34.4553526281442,EE-WIND_OFF_S5,O_Sorvest
04_WI_16,91.6763734127468,EE-WIND_OFF_S6,O_Sorvest
04_WI_17,34.4912407448148,EE-WIND_OFF_S5,O_Sorvest
04_WI_17,91.771861983724,EE-WIND_OFF_S6,O_Sorvest
04_WI_18,34.5851019730302,EE-WIND_OFF_S5,O_Sorvest
04_WI_18,92.0216013232027,EE-WIND_OFF_S6,O_Sorvest
04_WI_19,34.7286544397127,EE-WIND_OFF_S5,O_Sorvest
04_WI_19,92.4035556071112,EE-WIND_OFF_S6,O_Sorvest
04_WI_20,34.8528825358802,EE-WIND_OFF_S5,O_Sorvest
04_WI_20,92.7340929681859,EE-WIND_OFF_S6,O_Sorvest
04_WI_21,34.9467437640956,EE-WIND_OFF_S5,O_Sorvest
04_WI_21,92.9838323076646,EE-WIND_OFF_S6,O_Sorvest
04_WI_22,34.960546885892,EE-WIND_OFF_S5,O_Sorvest
04_WI_22,93.0205586811174,EE-WIND_OFF_S6,O_Sorvest
04_WI_23,34.6982875717606,EE-WIND_OFF_S5,O_Sorvest
04_WI_23,92.3227575855152,EE-WIND_OFF_S6,O_Sorvest
04_WI_24,34.6651600794493,EE-WIND_OFF_S5,O_Sorvest
04_WI_24,92.2346142892286,EE-WIND_OFF_S6,O_Sorvest
